req_text;profession
Com o intuito de utilizar as informações aqui obtidas na elaboração de um trabalho acadêmico, que objetiva analisar os custos associados ao serviço de transporte institucional oferecido pelas Instituições Federais de Ensino (IFE), solicito por gentileza o repasse das seguintes informações: 1 – A UNIRIO possui algum “Contrato de Locação de Veículos vigente” no momento ? 1.2 – Se resposta para o item 1 tiver sido SIM, pergunto: A UNIRIO possui quantos “Contrato de Locação de Veículos vigentes” com esse objeto (mesmo que em diferentes variações do objeto) ? 1.3 – Ainda se a resposta para o item 1 tiver sido SIM, solicito por gentileza que me sejam encaminhadas – em arquivo digital – cópia dos seguintes respectivos documentos de todos os “Contrato de Locação de Veículos vigentes”: 1.3.1 – EDITAL(is) E TODOS OS ANEXOS DO(s) PREGÃO(ões) ELETRÔNICO(s) QUE ORIGINOU(aram) A(s) REFERIDA(s) CONTRATAÇÃO(ões), 1.3.2 – ATA(s) DE ENCERRAMENTO DO(s) PREGÃO(ões), CONTENDO A RELAÇÃO DAS PROPOSTAS VENCEDORAS, (Caso a resposta para a Pergunta nº 1 tiver sido SIM - e considerando ainda o encaminhamento dos arquivos solicitados nos itens 1.1 ou 1.2- , gentileza desconsiderar as próximas duas perguntas, dos itens 2 e 3, que só precisam ser respondidas caso a resposta para o item 1 tenha sido NÃO) 2 – Caso a resposta para o item 1 tenha sido NÃO, pergunto: existe algum processo de contratação do referido objeto (Contrato de Locação de Veículos) em curso no momento ? 2.1 – Se resposta para o item 2 tiver sido SIM, pergunto: qual o(s) nº desse(s) processo(s) de contratação ? 3 – Caso a resposta para o itens 1 e 2 tenham sido NÃO, pergunto: existe algum estudo que a UNIRIO tenha feito no passado ou esteja fazendo no presente com o objetivo de analisar a possibilidade de vir à contratar esse serviço (de locação de veículos) no futuro ?;government
Olá, Gostaria de saber, atualmente, quais e quantos são os códigos de vagas existentes na UFMG para o cargo de Pedagogo que ainda não foram preenchidos por nomeação de candidatos aprovados no último concurso público válido, ou por outra forma de preenchimento (Aproveitamento de concurso, redistribuição, etc). De preferência por campus.;government
Quais os meios necessários para licenciar práticas de piscicultura em reservas indígenas. Levando em consideração que serão utilizados tanques escavados e tanques redes para subsistência e comercio.;private
Estou desenvolvendo uma pesquisa de doutorado acerca de estudantes indígenas universitários e os dados solicitados são de grande relevância para minha pesquisa.;government
Boa noite! Gostaria de obter desta instituição de ensino a quantidade de códigos de vagas desocupados para o cargo de auxiliar de biblioteca e em quais campus estes códigos existem. Gostaria de saber também a previsão para ocupação destes códigos e se usarão os candidatos aprovados no último concurso público para ocupa-los. Obrigado;academic
Prezado(a) Senhor(a), Sou bibliotecária da Unesp na cidade de Tupã, interior do estado de SP, e escrevo em razão da necessidade de ter acesso à listagem do corpo docente do curso de Engenharia Agrícola de sua instituição. O pedido é em razão do desenvolvimento de tese comparativa entre a produção científica da Engenharia Agrícola e a da Engenharia de Biossistemas e não ter localizado em sua página as informações indicadas: 1 - lista com nome dos docentes vinculados ao curso de Engenharia Agrícola, 2 - confirmação de curso em funcionamento desde 2009, 3 - confirmação do curso ofertado no Câmpus de Urutaí, Desde já agradeço sua atenção. Atenciosamente, Eliana Kátia Pupim Bibliotecária CRB 8 - 6202 UNESP - Câmpus de Tupã Contatos: Skype: katia.pupim E-mail: katiapupim@tupa.unesp.br Facebook: Biblioteca-Unesp Tupã Página: http://www.tupa.unesp.br/#!/biblioteca/ Telefone: (14) 3404-4200 Ramail 4229;government
Refere-se a execução de projeto de pesquisa de doutorado, pela Universidade de São Paulo. Os insetos precisarão ser coletados vivos e transportados via SP a MS e vice-versa. No caso de solventes, são para uso no procedimento experimental, para coleta de voláteis de plantas e insetos. O volume seria da ordem de 1 litro, no máximo.;government
Gostaria de Verificar junto a vossa Instituição se existe na mesma algum tipo de Manual de Comunicação Institucional. A finalidade de tal questionamento é para elaboração de intervenção prática a ser replicada na UFGD como parte de trabalho de mestrado intitulado “Análise da Comunicação Interna Escrita”. Pela Atenção dispensada antecipadamente agradeço. Edevaldo Junior Alves Moreira.;government
Venho por meio deste solicitar os seguintes dados: - O montante de recursos financeiros que esta estatal direcionou para o esporte por meio de patrocínio em 2017. - Quais as ações foram realizadas em 2017 e seus respectivos valores? - Quais foram as modalidades, entidades, órgãos é/ou pessoas receberam os recursos de patrocínio do esporte em 2017 e os respectivos valores? Solicitamos que seja feita a discriminação dos valores patrocinados pela Lei de Incentivo ao Esporte e aqueles que foram patrocinados sem ser pela Lei de Incentivo ao Esporte.;academic
Prezados, já abri uma solicitação de numero 21900001122201968, a mesma foi respondida, segui todas as orientações conforme instruído, porém ainda não consigo emitir a carteira definitiva. Peço ajuda para uma solução deste problema, uma vez que estou correndo o risco de ser multado, mesmo tendo feito tudo corretamente.;private
Informo que no último dia 17/11/2011, enviei e-mail com os documentos solicitados para o pedido de redistribuição da UFMA para a UFC, contudo até o presente momento não obtive retorno, nem noticias de como anda os procedimentos. Solicito informações sobre o pedido, além de informações sobre o novo campus da UFC que abrirá em Itapajé - conforme noticias: (http://www.ufc.br/noticias/noticias-de-2017/10673-consuni-aprova-e-novo-campus-da-ufc-em-itapaje-deve-entrar-em-funcionamento-em-2018-2): 1) Qual a previsão de entrega do campus? 2) Como será a lotação dos cargos do campus? Agradeço!;government
Sou servidora pública federal, assistente social na UFMG e gostaria de saber se a instituição possui código de vaga vago do cargo de Assistente Social, para solicitar no futuro redistribuição.;government
Eu gostaria de saber qual é a porcentagem de imposto que é paga por cada classe social- pobre, classe média, classe alta. Compondo o todo de impostos que são recolhidos todo ano pelo governo em média.;academic
As questões enviadas visam de forma objetiva refletir e contribuir para a aplicabilidade da Lei de Acesso à Informação. São 10 questões de respostas Sim ou Não. Agradeço a contribuição.;academic
Bom dia, Estou aprovada em concurso para docente do Ensino Básico, Técnico e Tecnológico (EBTT) e gostaria de saber se existe código de vaga não ocupado para o magistério em Geografia nessa Instituição para possível reaproveitamento. Atenciosamente, Janaina.;academic
Solicito um relatório contendo a quantidade de ocorrências de transporte de animais silvestres detectados pela ECT, nos períodos de 2014, 2015 e 2016. O relatório deve informar dados de todo o país, mostrando a quantidade por estado, Favor informar os tipos de animais mais encontrados (répteis, pássaros...), Obrigado. Helton Luz.;private
Prezado (a), Solicitamos os seguintes dados/informações: 1 - Nome da Unidade Responsável pelo Arquivo/Gestão Documental do Órgão, 2 - Posição/subordinação hierárquica do setor de Arquivo (Organograma), 3 - Endereço físico do setor de Arquivo, 4 - Site do setor de Arquivo, 5 - Telefone e e-mail do Responsável pelo setor de Arquivo, 6 - Nome, formação e cargo do Responsável do setor de Arquivo.;government
"Estou tentando desde a semana passada anexar um arquivo no site www.patrimoniodetodos.gov.br, fiz um pedido para Regularizar Utilização de Imóvel da União para Fins Privados. a página está ""lenta"" e da erro quando tento anexar.";academic
Bom dia! Sou estudante da área de meio ambiente e na necessidade de obter de fonte confiável a IN Nº 4 de 2011, que trata sobre PRAD, venho por meio deste solicitar a referida Instrução Normativa, haja vista que não a encontrei mediante os procedimentos de buscas disponíveis na internet. Na certeza de ser atendido, agradeço desde já.;government
Um (a) servidor (a) público (a) federal ativo permanente que tenha se afastado por licença médica para tratamento da própria saúde por período superior a 24 (vinte e quatro) meses homologado por perícia médica oficial, mas que continua em efetivo exercício em cargo de provimento efetivo do quadro técnico da carreira nas agências reguladoras federais são obrigados a sofrer interrupção e/ou suspensão do ciclo avaliativo de desempenho mesmo os artigos 15 e 16 do Decreto 6.530 de 2008 da Presidência da República não prever estas medidas gravosas de interrupção e suspensão para licença médica de tratamento da própria saúde do servidor quando superior a 24 meses alternados por CID-10 de causas bases de doenças diferentes?;government
Gostaria de saber a quantidade atual de instituições de ensino atuantes e cadastradas no MEC que oferecem o curso de Medicina Veterinária no Brasil.;academic
Prezados, Fiz, por meio desse sistema, uma solicitação referente a dados quantitativos de nascidos vivos portadores do traço falciforme e da quantidade de nascidos vivos, nos estados brasileiros, para ser utilizado no meu Trabalho de Conclusão de Curso (TCC). Há aproximadamente um mês fui notificada que poderia ser-me enviado por correio esses dados, em um DVD, após o pagamento de uma GRU. Realizei então o pagamento e enviei o comprovante para o email: sic@saude.gov.br, juntamente com o número do protocolo do meu pedido (25820.002160/2018-06) e meu endereço residencial, como fora solicitado. Entendo que, devido a paralisação durante a greve dos caminhoneiros, que afetou todo o país, as encomendas tenham tardado a chegar a seus respectivos destinatários. Porém, como não tenho qualquer informação sobre o encaminhamento/ paradeiro do meu DVD, solicito o código de rastreamento do Sedex, para melhor acompanhamento. Aguardo retorno. Att., Helena Gurjão Pinheiro do Val;academic
Solicito informar: 1) Se os advogados da CONAB podem patrocinar a empresa no contencioso trabalhista em que a estatal seja parte, 2) Se os advogados da CONAB podem atuar na área trabalhista consultiva, para atender demandas corporativas internas.;private
1) A organização instituiu o Comitê de Governança, Riscos e Controles previsto no artigo 23 da Instrução Normativa Conjunta MP/CGU nº 01/2016? 1.1) Caso positivo, por favor informar a data de instituição do Comitê. 1.2) Caso positivo, por favor disponibilizar cópia o ato de instituição do Comitê. 2) A organização instituiu a política de gestão de riscos prevista no artigo 17 da Instrução Normativa Conjunta MP/CGU nº 01/2016? 2.1) Caso positivo, por favor informar a data de instituição da política. 2.2) Caso positivo, por favor disponibilizar cópia do ato de instituição da política.;government
Se a Comissão Técnica Nacional de Diversidade para Assuntos Relacionados à Educação dos Afro-brasileiros (CADARA), criada pela Portaria MEC n. 4252/2005, na forma definida pela Portaria citada. i) Dispõe de relatório de elaboração, acompanhamento, avaliação e análise das Políticas Públicas para o cumprimento da Lei n. 10.639/2003 (art. 26-A da Lei n. 9.394/1996 – LDB) na forma definida pela Portaria 4252/2005, referente ao exercício de 2016.;government
Por favor encaminhar o demonstrativo Balanço Patrimonial da UFES, sem considerar a UG do Complexo Hospitalar, referente 2017-2016. Ou, favor informar o endereço eletrônico para consulta. Obrigado.;government
Gostaria de saber como é feito o descarte de material de estoque? Existe alguma norma sobre o assunto na empresa?;academic
